year,month,cinema_location,total_sales
2008,06,0794 Miller Place,8510
2008,06,122 Mckee Flat Suite 088,4575
2008,06,1697 Coleman Fork Suite 182,9465
2008,06,1835 Charles Trail,16665
2008,06,334 Simmons Branch Suite 380,10435
2008,06,3419 Griffin Keys,8990
2008,06,37403 Leonard Circles Apt. 238,2735
2008,06,38418 Vincent Passage Suite 503,7765
2008,06,4556 Lydia Junctions,7615
2008,06,468 Ashley Lock,8650
2008,06,537 Mejia Wall Suite 409,8530
2008,06,5567 Johnston Lodge Suite 478,1280
2008,06,5686 Jones Lane,7045
2008,06,577 Robinson Villages Apt. 588,13495
2008,06,5869 Willis Summit,8645
2008,06,680 Shawn Valleys,21195
2008,06,7120 Jennifer Station,7450
2008,06,8168 Weaver Plaza Apt. 175,9445
2008,06,8292 Phillips Unions Apt. 404,8160
2008,06,834 Christine Orchard Apt. 381,4080
2008,06,87747 Ross Parks Apt. 527,7545
2008,06,91641 John Islands,5685
2008,07,0083 Jasmine Canyon Suite 151,18715
2008,07,0151 Nicole Road Apt. 213,8050
2008,07,049 William Parkways,19935
2008,07,122 Mckee Flat Suite 088,19780
2008,07,12635 Joseph Street Suite 224,7285
2008,07,1697 Coleman Fork Suite 182,7105
2008,07,1921 Gonzalez Trace Apt. 906,25695
2008,07,30546 Angela Grove,8430
2008,07,334 Simmons Branch Suite 380,9915
2008,07,37403 Leonard Circles Apt. 238,13660
2008,07,3828 William Turnpike,9955
2008,07,38500 Robert Meadow,5050
2008,07,4556 Lydia Junctions,18335
2008,07,4620 Shannon Dale Suite 351,8550
2008,07,468 Ashley Lock,10270
2008,07,478 Thomas Rest Apt. 466,8935
2008,07,577 Robinson Villages Apt. 588,17920
2008,07,5869 Willis Summit,5500
2008,07,617 Jones Drive Suite 929,8260
2008,07,6344 Douglas Brooks,7865
2008,07,680 Shawn Valleys,4770
2008,07,7083 Mahoney Street,9960
2008,07,834 Christine Orchard Apt. 381,10030
2008,07,91617 Cole Underpass,9660
2008,07,91641 John Islands,13715
2008,08,0083 Jasmine Canyon Suite 151,15715
2008,08,049 William Parkways,12270
2008,08,122 Mckee Flat Suite 088,42855
2008,08,12635 Joseph Street Suite 224,8895
2008,08,1697 Coleman Fork Suite 182,1085
2008,08,1921 Gonzalez Trace Apt. 906,18185
2008,08,2453 Mary Meadow Apt. 952,7985
2008,08,30546 Angela Grove,3530
2008,08,3419 Griffin Keys,7560
2008,08,37403 Leonard Circles Apt. 238,7935
2008,08,3828 William Turnpike,9160
2008,08,38500 Robert Meadow,3855
2008,08,4620 Shannon Dale Suite 351,25480
2008,08,468 Ashley Lock,7865
2008,08,478 Thomas Rest Apt. 466,8165
2008,08,537 Mejia Wall Suite 409,3355
2008,08,5869 Willis Summit,2205
2008,08,6344 Douglas Brooks,435
2008,08,680 Shawn Valleys,3930
2008,08,7083 Mahoney Street,13190
2008,08,821 Ruben Forges,9535
2008,08,8292 Phillips Unions Apt. 404,7755
2008,08,87747 Ross Parks Apt. 527,1170
2008,08,91617 Cole Underpass,14420
2008,09,0151 Nicole Road Apt. 213,9260
2008,09,0794 Miller Place,8530
2008,09,1036 Edwards Flats Suite 078,3440
2008,09,12635 Joseph Street Suite 224,5730
2008,09,150 Elizabeth Path Suite 550,25695
2008,09,2562 Don Garden Suite 520,8410
2008,09,264 Marshall Islands,6750
2008,09,30546 Angela Grove,13720
2008,09,360 Jessica Square,7135
2008,09,3828 William Turnpike,7915
2008,09,38418 Vincent Passage Suite 503,10410
2008,09,4556 Lydia Junctions,7425
2008,09,4620 Shannon Dale Suite 351,18585
2008,09,468 Ashley Lock,23900
2008,09,537 Mejia Wall Suite 409,5435
2008,09,6344 Douglas Brooks,5095
2008,09,7083 Mahoney Street,3515
2008,09,73551 West Spur,7845
2008,09,821 Ruben Forges,8315
2008,09,8292 Phillips Unions Apt. 404,7340
2008,09,834 Christine Orchard Apt. 381,9180
2008,09,87747 Ross Parks Apt. 527,5935
2008,09,8952 Zhang Prairie,17370
2008,09,91617 Cole Underpass,3130
2008,10,0083 Jasmine Canyon Suite 151,16390
2008,10,049 William Parkways,18765
2008,10,0794 Miller Place,8875
2008,10,1036 Edwards Flats Suite 078,3905
2008,10,122 Mckee Flat Suite 088,10200
2008,10,12635 Joseph Street Suite 224,625
2008,10,1697 Coleman Fork Suite 182,15815
2008,10,1835 Charles Trail,16255
2008,10,22522 Savage Rest Suite 648,1825
2008,10,2562 Don Garden Suite 520,9545
2008,10,334 Simmons Branch Suite 380,7160
2008,10,3419 Griffin Keys,16035
2008,10,360 Jessica Square,8605
2008,10,37403 Leonard Circles Apt. 238,8135
2008,10,38418 Vincent Passage Suite 503,25100
2008,10,38500 Robert Meadow,15345
2008,10,4556 Lydia Junctions,7345
2008,10,468 Ashley Lock,3640
2008,10,5686 Jones Lane,8890
2008,10,577 Robinson Villages Apt. 588,8175
2008,10,5869 Willis Summit,7230
2008,10,617 Jones Drive Suite 929,8965
2008,10,6344 Douglas Brooks,4275
2008,10,7083 Mahoney Street,10430
2008,10,7120 Jennifer Station,10730
2008,10,8292 Phillips Unions Apt. 404,15600
2008,10,834 Christine Orchard Apt. 381,9640
2008,10,87747 Ross Parks Apt. 527,15750
2008,10,88034 Baker Trafficway,10710
2008,10,8952 Zhang Prairie,8390
2008,10,91617 Cole Underpass,18625
2008,10,91641 John Islands,8755
2008,10,96005 Barber Flats Apt. 267,8535
2008,10,9944 April Squares,32820
2008,11,049 William Parkways,8465
2008,11,0794 Miller Place,5810
2008,11,1036 Edwards Flats Suite 078,8885
2008,11,122 Mckee Flat Suite 088,6495
2008,11,1835 Charles Trail,8990
2008,11,1921 Gonzalez Trace Apt. 906,6760
2008,11,22522 Savage Rest Suite 648,25195
2008,11,264 Marshall Islands,3075
2008,11,334 Simmons Branch Suite 380,16610
2008,11,4620 Shannon Dale Suite 351,7975
2008,11,468 Ashley Lock,4375
2008,11,478 Thomas Rest Apt. 466,3925
2008,11,537 Mejia Wall Suite 409,13895
2008,11,5567 Johnston Lodge Suite 478,7625
2008,11,577 Robinson Villages Apt. 588,14355
2008,11,5869 Willis Summit,8635
2008,11,617 Jones Drive Suite 929,5940
2008,11,6344 Douglas Brooks,17545
2008,11,7120 Jennifer Station,5540
2008,11,8168 Weaver Plaza Apt. 175,30780
2008,11,8292 Phillips Unions Apt. 404,9300
2008,11,834 Christine Orchard Apt. 381,8685
2008,11,88034 Baker Trafficway,5875
2008,11,8952 Zhang Prairie,25140
2008,11,96005 Barber Flats Apt. 267,10190
2008,12,0083 Jasmine Canyon Suite 151,8195
2008,12,0151 Nicole Road Apt. 213,8660
2008,12,0794 Miller Place,5180
2008,12,1036 Edwards Flats Suite 078,15875
2008,12,1697 Coleman Fork Suite 182,9050
2008,12,1921 Gonzalez Trace Apt. 906,10765
2008,12,264 Marshall Islands,13890
2008,12,30546 Angela Grove,2450
2008,12,3419 Griffin Keys,975
2008,12,360 Jessica Square,8885
2008,12,37403 Leonard Circles Apt. 238,6755
2008,12,4620 Shannon Dale Suite 351,9040
2008,12,478 Thomas Rest Apt. 466,4970
2008,12,537 Mejia Wall Suite 409,3640
2008,12,5567 Johnston Lodge Suite 478,15295
2008,12,617 Jones Drive Suite 929,17870
2008,12,680 Shawn Valleys,15820
2008,12,70360 Jill Points,5275
2008,12,7120 Jennifer Station,8825
2008,12,8168 Weaver Plaza Apt. 175,14585
2008,12,821 Ruben Forges,30425
2008,12,87747 Ross Parks Apt. 527,780
2008,12,8952 Zhang Prairie,8640
2008,12,96005 Barber Flats Apt. 267,11470
2009,01,0083 Jasmine Canyon Suite 151,24820
2009,01,0151 Nicole Road Apt. 213,7900
2009,01,049 William Parkways,15965
2009,01,0794 Miller Place,3265
2009,01,122 Mckee Flat Suite 088,8580
2009,01,12635 Joseph Street Suite 224,17200
2009,01,1697 Coleman Fork Suite 182,11875
2009,01,1921 Gonzalez Trace Apt. 906,14125
2009,01,2453 Mary Meadow Apt. 952,7340
2009,01,30546 Angela Grove,22300
2009,01,3419 Griffin Keys,15615
2009,01,360 Jessica Square,18945
2009,01,37403 Leonard Circles Apt. 238,18090
2009,01,4556 Lydia Junctions,8960
2009,01,5567 Johnston Lodge Suite 478,1785
2009,01,577 Robinson Villages Apt. 588,16790
2009,01,617 Jones Drive Suite 929,15030
2009,01,6344 Douglas Brooks,15655
2009,01,680 Shawn Valleys,35250
2009,01,70360 Jill Points,13245
2009,01,7120 Jennifer Station,10040
2009,01,73551 West Spur,8545
2009,01,821 Ruben Forges,2880
2009,01,834 Christine Orchard Apt. 381,8485
2009,01,87747 Ross Parks Apt. 527,19440
2009,01,8952 Zhang Prairie,6160
2009,01,91641 John Islands,10090
2009,01,96005 Barber Flats Apt. 267,2025
2009,02,0151 Nicole Road Apt. 213,6730
2009,02,0794 Miller Place,7565
2009,02,1697 Coleman Fork Suite 182,9030
2009,02,30546 Angela Grove,7730
2009,02,334 Simmons Branch Suite 380,20450
2009,02,3419 Griffin Keys,6675
2009,02,360 Jessica Square,9925
2009,02,537 Mejia Wall Suite 409,6355
2009,02,617 Jones Drive Suite 929,9330
2009,02,6344 Douglas Brooks,8865
2009,02,7120 Jennifer Station,16465
2009,02,73551 West Spur,13185
2009,02,821 Ruben Forges,10805
2009,02,8292 Phillips Unions Apt. 404,8395
2009,02,91641 John Islands,8020
2009,03,0151 Nicole Road Apt. 213,1240
2009,03,0794 Miller Place,1660
2009,03,1036 Edwards Flats Suite 078,7835
2009,03,334 Simmons Branch Suite 380,3350
2009,03,6344 Douglas Brooks,7105
2009,03,73551 West Spur,11760
2009,03,821 Ruben Forges,6620
2009,05,049 William Parkways,8420
2009,05,0794 Miller Place,8015
2009,05,122 Mckee Flat Suite 088,955
2009,05,1835 Charles Trail,6070
2009,05,22522 Savage Rest Suite 648,3205
2009,05,37403 Leonard Circles Apt. 238,6275
2009,05,4556 Lydia Junctions,15270
2009,05,821 Ruben Forges,4845
2009,06,049 William Parkways,22690
2009,06,0794 Miller Place,970
2009,06,1036 Edwards Flats Suite 078,10130
2009,06,122 Mckee Flat Suite 088,15840
2009,06,1697 Coleman Fork Suite 182,2415
2009,06,1835 Charles Trail,11915
2009,06,1921 Gonzalez Trace Apt. 906,7725
2009,06,22522 Savage Rest Suite 648,5345
2009,06,264 Marshall Islands,7330
2009,06,3419 Griffin Keys,8500
2009,06,360 Jessica Square,9840
2009,06,37403 Leonard Circles Apt. 238,7915
2009,06,3828 William Turnpike,10355
2009,06,38418 Vincent Passage Suite 503,9005
2009,06,4556 Lydia Junctions,16850
2009,06,468 Ashley Lock,10450
2009,06,478 Thomas Rest Apt. 466,8465
2009,06,537 Mejia Wall Suite 409,7130
2009,06,617 Jones Drive Suite 929,1685
2009,06,6344 Douglas Brooks,19480
2009,06,680 Shawn Valleys,13180
2009,06,70360 Jill Points,9790
2009,06,7083 Mahoney Street,10010
2009,06,7120 Jennifer Station,7005
2009,06,8168 Weaver Plaza Apt. 175,9900
2009,06,821 Ruben Forges,11770
2009,06,8292 Phillips Unions Apt. 404,10895
2009,06,88034 Baker Trafficway,8990
2009,06,8952 Zhang Prairie,3455
2009,06,91617 Cole Underpass,19665
2009,06,91641 John Islands,8095
2009,06,96005 Barber Flats Apt. 267,9925
2009,06,9944 April Squares,17390
2009,07,0151 Nicole Road Apt. 213,18775
2009,07,049 William Parkways,25825
2009,07,0794 Miller Place,7895
2009,07,1036 Edwards Flats Suite 078,14515
2009,07,122 Mckee Flat Suite 088,21055
2009,07,12635 Joseph Street Suite 224,7510
2009,07,150 Elizabeth Path Suite 550,29040
2009,07,1697 Coleman Fork Suite 182,12615
2009,07,1835 Charles Trail,17525
2009,07,1921 Gonzalez Trace Apt. 906,9715
2009,07,22522 Savage Rest Suite 648,4030
2009,07,264 Marshall Islands,16785
2009,07,30546 Angela Grove,19215
2009,07,360 Jessica Square,13910
2009,07,37403 Leonard Circles Apt. 238,4810
2009,07,3828 William Turnpike,8460
2009,07,38418 Vincent Passage Suite 503,8715
2009,07,38500 Robert Meadow,17335
2009,07,468 Ashley Lock,14720
2009,07,577 Robinson Villages Apt. 588,8680
2009,07,5869 Willis Summit,9850
2009,07,617 Jones Drive Suite 929,15355
2009,07,70360 Jill Points,15150
2009,07,7083 Mahoney Street,5260
2009,07,7120 Jennifer Station,7845
2009,07,73551 West Spur,7485
2009,07,8168 Weaver Plaza Apt. 175,8880
2009,07,821 Ruben Forges,6720
2009,07,8292 Phillips Unions Apt. 404,3130
2009,07,87747 Ross Parks Apt. 527,22380
2009,07,8952 Zhang Prairie,5620
2009,07,91617 Cole Underpass,7910
2009,07,96005 Barber Flats Apt. 267,26780
2009,07,9944 April Squares,1705
2009,08,049 William Parkways,7025
2009,08,122 Mckee Flat Suite 088,3180
2009,08,12635 Joseph Street Suite 224,7865
2009,08,1697 Coleman Fork Suite 182,3195
2009,08,1835 Charles Trail,8375
2009,08,1921 Gonzalez Trace Apt. 906,10690
2009,08,22522 Savage Rest Suite 648,12805
2009,08,2453 Mary Meadow Apt. 952,15945
2009,08,2562 Don Garden Suite 520,8540
2009,08,334 Simmons Branch Suite 380,7105
2009,08,3419 Griffin Keys,18355
2009,08,37403 Leonard Circles Apt. 238,11060
2009,08,38418 Vincent Passage Suite 503,8230
2009,08,4620 Shannon Dale Suite 351,25040
2009,08,468 Ashley Lock,18110
2009,08,478 Thomas Rest Apt. 466,9535
2009,08,5567 Johnston Lodge Suite 478,17875
2009,08,5686 Jones Lane,10480
2009,08,5869 Willis Summit,7140
2009,08,617 Jones Drive Suite 929,15315
2009,08,680 Shawn Valleys,27780
2009,08,70360 Jill Points,9470
2009,08,7083 Mahoney Street,2085
2009,08,73551 West Spur,8545
2009,08,8168 Weaver Plaza Apt. 175,9830
2009,08,8292 Phillips Unions Apt. 404,8020
2009,08,87747 Ross Parks Apt. 527,2900
2009,08,8952 Zhang Prairie,15055
2009,08,91617 Cole Underpass,9315
2009,08,96005 Barber Flats Apt. 267,19400
2009,08,9944 April Squares,6900
2009,09,4556 Lydia Junctions,6145
2009,09,91617 Cole Underpass,830
2009,09,9944 April Squares,5740
2009,10,0794 Miller Place,6820
2009,10,122 Mckee Flat Suite 088,10730
2009,10,150 Elizabeth Path Suite 550,1480
2009,10,1921 Gonzalez Trace Apt. 906,8395
2009,10,22522 Savage Rest Suite 648,16655
2009,10,2453 Mary Meadow Apt. 952,7885
2009,10,264 Marshall Islands,4635
2009,10,30546 Angela Grove,8685
2009,10,3419 Griffin Keys,7145
2009,10,360 Jessica Square,7805
2009,10,4556 Lydia Junctions,7600
2009,10,4620 Shannon Dale Suite 351,16660
2009,10,468 Ashley Lock,8125
2009,10,5686 Jones Lane,13615
2009,10,5869 Willis Summit,9310
2009,10,617 Jones Drive Suite 929,8535
2009,10,6344 Douglas Brooks,12885
2009,10,70360 Jill Points,6560
2009,10,73551 West Spur,6470
2009,10,8168 Weaver Plaza Apt. 175,7770
2009,10,821 Ruben Forges,9000
2009,10,8952 Zhang Prairie,11455
2009,10,91617 Cole Underpass,7405
2009,10,96005 Barber Flats Apt. 267,3220
2009,10,9944 April Squares,16850
2009,11,0083 Jasmine Canyon Suite 151,8065
2009,11,049 William Parkways,13720
2009,11,0794 Miller Place,10920
2009,11,150 Elizabeth Path Suite 550,6960
2009,11,1835 Charles Trail,16900
2009,11,1921 Gonzalez Trace Apt. 906,7790
2009,11,2453 Mary Meadow Apt. 952,7500
2009,11,2562 Don Garden Suite 520,3740
2009,11,264 Marshall Islands,2265
2009,11,334 Simmons Branch Suite 380,7195
2009,11,3419 Griffin Keys,1040
2009,11,360 Jessica Square,7620
2009,11,37403 Leonard Circles Apt. 238,8735
2009,11,3828 William Turnpike,920
2009,11,38500 Robert Meadow,18465
2009,11,4556 Lydia Junctions,6790
2009,11,468 Ashley Lock,6655
2009,11,478 Thomas Rest Apt. 466,8105
2009,11,537 Mejia Wall Suite 409,8575
2009,11,5686 Jones Lane,2815
2009,11,577 Robinson Villages Apt. 588,8170
2009,11,617 Jones Drive Suite 929,18860
2009,11,6344 Douglas Brooks,5600
2009,11,70360 Jill Points,10000
2009,11,7083 Mahoney Street,7585
2009,11,73551 West Spur,11250
2009,11,8168 Weaver Plaza Apt. 175,16790
2009,11,821 Ruben Forges,16835
2009,11,8292 Phillips Unions Apt. 404,8295
2009,11,87747 Ross Parks Apt. 527,19390
2009,11,91617 Cole Underpass,7135
2009,11,91641 John Islands,8315
2009,11,96005 Barber Flats Apt. 267,6145
2009,11,9944 April Squares,3950
2009,12,0083 Jasmine Canyon Suite 151,9555
2009,12,0151 Nicole Road Apt. 213,8260
2009,12,049 William Parkways,2620
2009,12,0794 Miller Place,20055
2009,12,1036 Edwards Flats Suite 078,19250
2009,12,122 Mckee Flat Suite 088,7110
2009,12,1921 Gonzalez Trace Apt. 906,14860
2009,12,22522 Savage Rest Suite 648,34355
2009,12,2453 Mary Meadow Apt. 952,14675
2009,12,2562 Don Garden Suite 520,13425
2009,12,264 Marshall Islands,14690
2009,12,30546 Angela Grove,25245
2009,12,334 Simmons Branch Suite 380,9800
2009,12,3419 Griffin Keys,15550
2009,12,360 Jessica Square,9050
2009,12,37403 Leonard Circles Apt. 238,7540
2009,12,3828 William Turnpike,26900
2009,12,38418 Vincent Passage Suite 503,6960
2009,12,38500 Robert Meadow,22560
2009,12,4620 Shannon Dale Suite 351,18865
2009,12,5567 Johnston Lodge Suite 478,7740
2009,12,5686 Jones Lane,6885
2009,12,5869 Willis Summit,25970
2009,12,617 Jones Drive Suite 929,13930
2009,12,6344 Douglas Brooks,16605
2009,12,680 Shawn Valleys,9740
2009,12,70360 Jill Points,9330
2009,12,7083 Mahoney Street,17800
2009,12,7120 Jennifer Station,8665
2009,12,73551 West Spur,25435
2009,12,8168 Weaver Plaza Apt. 175,25255
2009,12,821 Ruben Forges,18015
2009,12,87747 Ross Parks Apt. 527,17770
2009,12,88034 Baker Trafficway,25945
2009,12,8952 Zhang Prairie,10365
2009,12,91641 John Islands,14905
2010,01,122 Mckee Flat Suite 088,8305
2010,01,1697 Coleman Fork Suite 182,8209
2010,01,1921 Gonzalez Trace Apt. 906,2030
2010,01,22522 Savage Rest Suite 648,425
2010,01,2453 Mary Meadow Apt. 952,7203
2010,01,30546 Angela Grove,7216
2010,01,334 Simmons Branch Suite 380,6380
2010,01,3828 William Turnpike,15100
2010,01,38418 Vincent Passage Suite 503,7277
2010,01,38500 Robert Meadow,4355
2010,01,4556 Lydia Junctions,7156
2010,01,478 Thomas Rest Apt. 466,14728
2010,01,5686 Jones Lane,2340
2010,01,6344 Douglas Brooks,19735
2010,01,680 Shawn Valleys,8184
2010,01,70360 Jill Points,7935
2010,01,7120 Jennifer Station,13840
2010,01,73551 West Spur,8325
2010,01,8168 Weaver Plaza Apt. 175,8310
2010,01,821 Ruben Forges,8505
2010,01,87747 Ross Parks Apt. 527,19448
2010,01,88034 Baker Trafficway,9010
2010,01,8952 Zhang Prairie,8040
2010,01,91641 John Islands,16165
2010,01,9944 April Squares,7997
2010,03,049 William Parkways,3855
2010,03,150 Elizabeth Path Suite 550,3810
2010,03,334 Simmons Branch Suite 380,4940
2010,03,38500 Robert Meadow,700
2010,04,0083 Jasmine Canyon Suite 151,9265
2010,04,0151 Nicole Road Apt. 213,18780
2010,04,049 William Parkways,6494
2010,04,1036 Edwards Flats Suite 078,6845
2010,04,122 Mckee Flat Suite 088,7315
2010,04,150 Elizabeth Path Suite 550,6209
2010,04,1697 Coleman Fork Suite 182,9260
2010,04,1835 Charles Trail,9435
2010,04,22522 Savage Rest Suite 648,4025
2010,04,2453 Mary Meadow Apt. 952,9075
2010,04,2562 Don Garden Suite 520,8925
2010,04,334 Simmons Branch Suite 380,3693
2010,04,3419 Griffin Keys,3785
2010,04,360 Jessica Square,20265
2010,04,3828 William Turnpike,5890
2010,04,38418 Vincent Passage Suite 503,9745
2010,04,38500 Robert Meadow,13490
2010,04,4620 Shannon Dale Suite 351,7595
2010,04,478 Thomas Rest Apt. 466,8279
2010,04,537 Mejia Wall Suite 409,7610
2010,04,5869 Willis Summit,18401
2010,04,617 Jones Drive Suite 929,6605
2010,04,6344 Douglas Brooks,7030
2010,04,680 Shawn Valleys,7585
2010,04,7083 Mahoney Street,7900
2010,04,7120 Jennifer Station,7215
2010,04,8168 Weaver Plaza Apt. 175,11485
2010,04,821 Ruben Forges,8090
2010,04,8292 Phillips Unions Apt. 404,7965
2010,04,834 Christine Orchard Apt. 381,9305
2010,04,8952 Zhang Prairie,8530
2010,04,96005 Barber Flats Apt. 267,8000
2010,05,0083 Jasmine Canyon Suite 151,9060
2010,05,049 William Parkways,8940
2010,05,1036 Edwards Flats Suite 078,35950
2010,05,150 Elizabeth Path Suite 550,16365
2010,05,1697 Coleman Fork Suite 182,7375
2010,05,1835 Charles Trail,17995
2010,05,1921 Gonzalez Trace Apt. 906,16965
2010,05,22522 Savage Rest Suite 648,32675
2010,05,2562 Don Garden Suite 520,8950
2010,05,3419 Griffin Keys,12735
2010,05,360 Jessica Square,12130
2010,05,37403 Leonard Circles Apt. 238,20710
2010,05,3828 William Turnpike,9650
2010,05,38418 Vincent Passage Suite 503,7515
2010,05,4556 Lydia Junctions,7000
2010,05,478 Thomas Rest Apt. 466,8385
2010,05,537 Mejia Wall Suite 409,7125
2010,05,5567 Johnston Lodge Suite 478,8255
2010,05,5686 Jones Lane,17845
2010,05,5869 Willis Summit,4410
2010,05,617 Jones Drive Suite 929,9795
2010,05,6344 Douglas Brooks,6690
2010,05,70360 Jill Points,9080
2010,05,7120 Jennifer Station,9290
2010,05,8168 Weaver Plaza Apt. 175,17400
2010,05,821 Ruben Forges,8155
2010,05,834 Christine Orchard Apt. 381,15150
2010,05,87747 Ross Parks Apt. 527,9050
2010,05,8952 Zhang Prairie,10585
2010,05,91641 John Islands,3710
2010,05,9944 April Squares,7130
2010,06,0083 Jasmine Canyon Suite 151,6305
2010,06,0151 Nicole Road Apt. 213,7860
2010,06,22522 Savage Rest Suite 648,7640
2010,06,37403 Leonard Circles Apt. 238,5325
2010,06,3828 William Turnpike,8730
2010,06,5869 Willis Summit,3360
2010,06,8168 Weaver Plaza Apt. 175,10050
2010,06,91641 John Islands,2885
2010,08,0151 Nicole Road Apt. 213,8865
2010,08,049 William Parkways,13130
2010,08,0794 Miller Place,9825
2010,08,1036 Edwards Flats Suite 078,5100
2010,08,122 Mckee Flat Suite 088,8235
2010,08,12635 Joseph Street Suite 224,7460
2010,08,1835 Charles Trail,17135
2010,08,1921 Gonzalez Trace Apt. 906,7290
2010,08,22522 Savage Rest Suite 648,20200
2010,08,2453 Mary Meadow Apt. 952,8805
2010,08,264 Marshall Islands,17420
2010,08,334 Simmons Branch Suite 380,5985
2010,08,3419 Griffin Keys,16670
2010,08,360 Jessica Square,19670
2010,08,4556 Lydia Junctions,3750
2010,08,468 Ashley Lock,2680
2010,08,478 Thomas Rest Apt. 466,7425
2010,08,577 Robinson Villages Apt. 588,43330
2010,08,617 Jones Drive Suite 929,2050
2010,08,6344 Douglas Brooks,8145
2010,08,680 Shawn Valleys,8845
2010,08,7083 Mahoney Street,3275
2010,08,8168 Weaver Plaza Apt. 175,7295
2010,08,821 Ruben Forges,8780
2010,08,8292 Phillips Unions Apt. 404,16600
2010,08,834 Christine Orchard Apt. 381,1410
2010,08,87747 Ross Parks Apt. 527,10065
2010,08,8952 Zhang Prairie,8415
2010,08,91617 Cole Underpass,7500
2010,08,91641 John Islands,7670
2010,09,0083 Jasmine Canyon Suite 151,7060
2010,09,0151 Nicole Road Apt. 213,9610
2010,09,049 William Parkways,2830
2010,09,0794 Miller Place,5910
2010,09,1036 Edwards Flats Suite 078,11360
2010,09,122 Mckee Flat Suite 088,6440
2010,09,1835 Charles Trail,6505
2010,09,22522 Savage Rest Suite 648,2370
2010,09,2453 Mary Meadow Apt. 952,8630
2010,09,334 Simmons Branch Suite 380,11010
2010,09,3419 Griffin Keys,13240
2010,09,360 Jessica Square,12655
2010,09,3828 William Turnpike,6780
2010,09,38418 Vincent Passage Suite 503,7820
2010,09,4556 Lydia Junctions,12960
2010,09,468 Ashley Lock,13025
2010,09,478 Thomas Rest Apt. 466,7060
2010,09,5686 Jones Lane,7620
2010,09,5869 Willis Summit,14745
2010,09,617 Jones Drive Suite 929,12445
2010,09,70360 Jill Points,8760
2010,09,7083 Mahoney Street,3875
2010,09,8168 Weaver Plaza Apt. 175,8265
2010,09,8292 Phillips Unions Apt. 404,8095
2010,09,834 Christine Orchard Apt. 381,4190
2010,09,87747 Ross Parks Apt. 527,9135
2010,09,8952 Zhang Prairie,8330
2010,09,91617 Cole Underpass,15570
2010,09,96005 Barber Flats Apt. 267,7060
2010,10,0151 Nicole Road Apt. 213,7940
2010,10,0794 Miller Place,2370
2010,10,122 Mckee Flat Suite 088,11045
2010,10,150 Elizabeth Path Suite 550,9105
2010,10,1697 Coleman Fork Suite 182,9350
2010,10,1835 Charles Trail,7960
2010,10,3419 Griffin Keys,9340
2010,10,3828 William Turnpike,7680
2010,10,468 Ashley Lock,9775
2010,10,821 Ruben Forges,7000
2010,10,91617 Cole Underpass,8015
2010,11,0151 Nicole Road Apt. 213,8140
2010,11,049 William Parkways,8600
2010,11,150 Elizabeth Path Suite 550,15590
2010,11,1697 Coleman Fork Suite 182,7165
2010,11,1835 Charles Trail,3180
2010,11,2453 Mary Meadow Apt. 952,1710
2010,11,30546 Angela Grove,27585
2010,11,3828 William Turnpike,8510
2010,11,38418 Vincent Passage Suite 503,16650
2010,11,4620 Shannon Dale Suite 351,8430
2010,11,478 Thomas Rest Apt. 466,3500
2010,11,5567 Johnston Lodge Suite 478,6545
2010,11,5686 Jones Lane,9570
2010,11,680 Shawn Valleys,9045
2010,11,70360 Jill Points,6960
2010,11,7120 Jennifer Station,8275
2010,11,8168 Weaver Plaza Apt. 175,4650
2010,11,87747 Ross Parks Apt. 527,9215
2010,11,8952 Zhang Prairie,10475
2010,11,91617 Cole Underpass,790
2010,11,9944 April Squares,9950
2010,12,0083 Jasmine Canyon Suite 151,16590
2010,12,049 William Parkways,14931
2010,12,0794 Miller Place,16375
2010,12,122 Mckee Flat Suite 088,8209
2010,12,12635 Joseph Street Suite 224,12208
2010,12,150 Elizabeth Path Suite 550,6608
2010,12,1697 Coleman Fork Suite 182,9055
2010,12,1835 Charles Trail,5105
2010,12,22522 Savage Rest Suite 648,11128
2010,12,2453 Mary Meadow Apt. 952,13215
2010,12,2562 Don Garden Suite 520,3943
2010,12,264 Marshall Islands,9135
2010,12,30546 Angela Grove,20027
2010,12,334 Simmons Branch Suite 380,8114
2010,12,3419 Griffin Keys,17108
2010,12,360 Jessica Square,15681
2010,12,3828 William Turnpike,7850
2010,12,38418 Vincent Passage Suite 503,14395
2010,12,38500 Robert Meadow,4728
2010,12,4620 Shannon Dale Suite 351,15040
2010,12,468 Ashley Lock,15484
2010,12,478 Thomas Rest Apt. 466,2365
2010,12,537 Mejia Wall Suite 409,10684
2010,12,5567 Johnston Lodge Suite 478,3420
2010,12,5686 Jones Lane,19440
2010,12,617 Jones Drive Suite 929,8423
2010,12,6344 Douglas Brooks,8165
2010,12,73551 West Spur,9115
2010,12,8168 Weaver Plaza Apt. 175,4875
2010,12,8292 Phillips Unions Apt. 404,7395
2010,12,87747 Ross Parks Apt. 527,14909
2010,12,88034 Baker Trafficway,9730
2010,12,8952 Zhang Prairie,9286
2010,12,91617 Cole Underpass,5830
2010,12,91641 John Islands,13988
2010,12,9944 April Squares,9739
2011,01,0083 Jasmine Canyon Suite 151,24750
2011,01,049 William Parkways,8390
2011,01,1036 Edwards Flats Suite 078,18935
2011,01,122 Mckee Flat Suite 088,7135
2011,01,12635 Joseph Street Suite 224,3850
2011,01,150 Elizabeth Path Suite 550,16480
